Time in s,Speed in km/h,Sampling time in s,Acceleration in m/s²,Altitude in m,Gradient angle in rad
1891.0,62.6,1.0,0.36111111111111227,79.29515418502203,0.05579451855208491
1892.0,65.3,1.0,0.7499999999999988,80.17621145374449,0.05579451855208491
1893.0,68.0,1.0,0.7500000000000008,81.05726872246696,0.05579451855208491
1894.0,69.4,1.0,0.38888888888889045,81.93832599118943,0.05579451855208491
1895.0,69.7,1.0,0.08333333333333254,82.81938325991189,0.05579451855208491
1896.0,69.3,1.0,-0.11111111111111269,83.70044052863436,0.05579451855208491
1897.0,68.1,1.0,-0.3333333333333341,84.58149779735683,0.05579451855208491
1898.0,66.9,1.0,-0.33333333333333015,85.46255506607929,0.05579451855208491
1899.0,66.2,1.0,-0.19444444444444522,86.34361233480176,0.05579451855208491
1900.0,65.7,1.0,-0.1388888888888889,87.22466960352422,0.05579451855208491
1901.0,64.9,1.0,-0.22222222222222143,88.10572687224669,0.05579451855208491
1902.0,63.2,1.0,-0.472222222222223,88.98678414096916,0.05579451855208491
1903.0,60.3,1.0,-0.8055555555555571,89.86784140969162,0.05579451855208491
1904.0,55.8,1.0,-1.25,90.7488986784141,0.05579451855208491
1905.0,50.5,1.0,-1.4722222222222214,91.62995594713657,0.05579451855208491
1906.0,45.2,1.0,-1.4722222222222214,92.51101321585902,0.05579451855208491
1907.0,40.1,1.0,-1.416666666666667,93.3920704845815,0.05579451855208491
1908.0,36.2,1.0,-1.0833333333333328,94.27312775330397,0.05579451855208491
1909.0,32.9,1.0,-0.9166666666666679,95.15418502202643,0.05579451855208491
1910.0,29.8,1.0,-0.8611111111111105,96.0352422907489,0.05579451855208491
1911.0,26.6,1.0,-0.8888888888888886,96.91629955947135,0.05579451855208491
1912.0,23.0,1.0,-1.0000000000000004,97.79735682819383,0.05579451855208491
1913.0,19.4,1.0,-1.0000000000000004,98.6784140969163,0.05579451855208491
1914.0,16.3,1.0,-0.8611111111111105,99.55947136563876,0.05579451855208491
1915.0,14.6,1.0,-0.4722222222222225,100.44052863436123,0.05579451855208491
1916.0,14.2,1.0,-0.1111111111111112,101.3215859030837,0.05579451855208491
1917.0,14.3,1.0,0.027777777777778172,102.20264317180616,0.05579451855208491
1918.0,14.6,1.0,0.08333333333333304,103.08370044052863,0.05579451855208491
1919.0,15.1,1.0,0.1388888888888889,103.9647577092511,0.05579451855208491
1920.0,16.4,1.0,0.3611111111111108,104.84581497797356,0.05579451855208491
1921.0,19.1,1.0,0.7500000000000008,105.72687224669603,0.05579451855208491
1922.0,22.5,1.0,0.944444444444444,106.6079295154185,0.05579451855208491
1923.0,24.4,1.0,0.5277777777777773,107.48898678414096,0.05579451855208491
1924.0,24.8,1.0,0.1111111111111117,108.37004405286343,0.05579451855208491
1925.0,22.7,1.0,-0.5833333333333337,109.25110132158589,0.05579451855208491
1926.0,17.4,1.0,-1.4722222222222223,110.13215859030836,0.05579451855208491
1927.0,13.8,1.0,-0.9999999999999993,111.01321585903084,0.05579451855208491
1928.0,12.0,1.0,-0.5000000000000002,111.8942731277533,0.05579451855208491
1929.0,12.0,1.0,0.0,112.77533039647577,0.05579451855208491
1930.0,12.0,1.0,0.0,113.65638766519824,0.05579451855208491
1931.0,13.9,1.0,0.5277777777777779,114.5374449339207,0.05579451855208491
1932.0,17.7,1.0,1.0555555555555551,115.41850220264317,0.05579451855208491
1933.0,22.8,1.0,1.416666666666667,116.29955947136564,0.05579451855208491
1934.0,27.3,1.0,1.25,117.1806167400881,0.05579451855208491
1935.0,31.2,1.0,1.0833333333333328,118.06167400881057,0.05579451855208491
1936.0,35.2,1.0,1.111111111111112,118.94273127753303,0.05579451855208491
1937.0,39.4,1.0,1.1666666666666654,119.8237885462555,0.05579451855208491
1938.0,42.5,1.0,0.8611111111111115,120.70484581497797,0.05579451855208491
1939.0,45.4,1.0,0.8055555555555551,121.58590308370043,0.05579451855208491
1940.0,48.2,1.0,0.7777777777777789,122.4669603524229,0.05579451855208491
1941.0,50.3,1.0,0.5833333333333317,123.34801762114537,0.05579451855208491
1942.0,52.6,1.0,0.6388888888888901,124.22907488986783,0.05579451855208491
1943.0,54.5,1.0,0.5277777777777773,125.1101321585903,0.05579451855208491
1944.0,56.6,1.0,0.5833333333333337,125.99118942731278,0.05579451855208491
1945.0,58.3,1.0,0.47222222222222104,126.87224669603523,0.05579451855208491
1946.0,60.0,1.0,0.472222222222223,127.7533039647577,0.05579451855208491
1947.0,61.5,1.0,0.41666666666666663,128.63436123348018,0.05579451855208491
1948.0,63.1,1.0,0.4444444444444448,129.51541850220264,0.05579451855208491
1949.0,64.3,1.0,0.33333333333333215,130.3964757709251,0.05579451855208491
1950.0,65.7,1.0,0.38888888888889045,131.27753303964758,0.05579451855208491
1951.0,67.1,1.0,0.3888888888888865,132.15859030837004,0.05579451855208491
1952.0,68.3,1.0,0.3333333333333341,133.0396475770925,0.05579451855208491
1953.0,69.7,1.0,0.38888888888889045,133.92070484581498,0.05579451855208491
1954.0,70.6,1.0,0.2499999999999976,134.80176211453744,0.05579451855208491
1955.0,71.6,1.0,0.2777777777777778,135.6828193832599,0.05579451855208491
1956.0,72.6,1.0,0.2777777777777778,136.56387665198238,0.05579451855208491
1957.0,73.5,1.0,0.25000000000000155,137.44493392070484,0.05579451855208491
1958.0,74.2,1.0,0.19444444444444522,138.3259911894273,0.05579451855208491
1959.0,74.9,1.0,0.19444444444444522,139.20704845814979,0.05579451855208491
1960.0,75.6,1.0,0.19444444444444128,140.08810572687224,0.05579451855208491
1961.0,76.3,1.0,0.19444444444444522,140.9691629955947,0.05579451855208491
1962.0,77.1,1.0,0.22222222222222143,141.8502202643172,0.05579451855208491
1963.0,77.9,1.0,0.22222222222222537,142.73127753303964,0.05579451855208491
1964.0,78.5,1.0,0.16666666666666508,143.6123348017621,0.05579451855208491
1965.0,79.0,1.0,0.1388888888888889,144.4933920704846,0.05579451855208491
1966.0,79.7,1.0,0.19444444444444522,145.37444933920705,0.05579451855208491
1967.0,80.3,1.0,0.16666666666666508,146.2555066079295,0.05579451855208491
1968.0,81.0,1.0,0.19444444444444522,147.13656387665196,0.05579451855208491
1969.0,81.6,1.0,0.16666666666666508,148.01762114537445,0.05579451855208491
1970.0,82.4,1.0,0.22222222222222537,148.8986784140969,0.05579451855208491
1971.0,82.9,1.0,0.1388888888888889,149.77973568281936,0.05579451855208491
1972.0,83.4,1.0,0.1388888888888889,150.66079295154185,0.05579451855208491
1973.0,83.8,1.0,0.11111111111110875,151.5418502202643,0.05579451855208491
1974.0,84.2,1.0,0.11111111111111269,152.42290748898677,0.05579451855208491
1975.0,84.7,1.0,0.1388888888888889,153.30396475770925,0.05579451855208491
1976.0,85.2,1.0,0.1388888888888889,154.1850220264317,0.05579451855208491
1977.0,85.6,1.0,0.11111111111110875,155.06607929515417,0.05579451855208491
1978.0,86.3,1.0,0.19444444444444522,155.94713656387665,0.05579451855208491
1979.0,86.8,1.0,0.1388888888888889,156.8281938325991,0.05579451855208491
1980.0,87.4,1.0,0.16666666666666904,157.70925110132157,0.05579451855208491
1981.0,88.0,1.0,0.16666666666666508,158.59030837004406,0.05579451855208491
1982.0,88.3,1.0,0.08333333333333254,159.4713656387665,0.05579451855208491
1983.0,88.7,1.0,0.11111111111111269,160.35242290748897,0.05579451855208491
1984.0,89.0,1.0,0.08333333333333254,161.23348017621146,0.05579451855208491
1985.0,89.3,1.0,0.08333333333333254,162.11453744493392,0.05579451855208491
1986.0,89.8,1.0,0.1388888888888889,162.99559471365637,0.05579451855208491
1987.0,90.2,1.0,0.11111111111111269,163.87665198237886,0.05579451855208491
1988.0,90.6,1.0,0.11111111111110875,164.75770925110132,0.05579451855208491
1989.0,91.0,1.0,0.11111111111111269,165.63876651982378,0.05579451855208491
1990.0,91.3,1.0,0.08333333333333254,166.51982378854626,0.05579451855208491
1991.0,91.6,1.0,0.08333333333333254,167.40088105726872,0.05579451855208491
1992.0,91.9,1.0,0.08333333333333649,168.28193832599118,0.05579451855208491
1993.0,92.2,1.0,0.08333333333333254,169.16299559471366,0.05579451855208491
1994.0,92.8,1.0,0.16666666666666508,170.04405286343612,0.05579451855208491
1995.0,93.1,1.0,0.08333333333333254,170.92511013215858,0.05579451855208491
1996.0,93.3,1.0,0.055555555555556344,171.80616740088104,0.05579451855208491
1997.0,93.5,1.0,0.055555555555556344,172.68722466960352,0.05579451855208491
1998.0,93.7,1.0,0.055555555555556344,173.56828193832598,0.05579451855208491
1999.0,93.9,1.0,0.055555555555556344,174.44933920704844,0.05579451855208491
2000.0,94.0,1.0,0.027777777777776198,175.33039647577093,0.05579451855208491
2001.0,94.1,1.0,0.027777777777776198,176.21145374449338,0.05579451855208491
2002.0,94.3,1.0,0.055555555555556344,177.09251101321584,0.05579451855208491
2003.0,94.4,1.0,0.027777777777780146,177.97356828193833,0.05579451855208491
2004.0,94.6,1.0,0.055555555555552395,178.85462555066078,0.05579451855208491
2005.0,94.7,1.0,0.027777777777780146,179.73568281938324,0.05579451855208491
2006.0,94.8,1.0,0.027777777777776198,180.61674008810573,0.05579451855208491
2007.0,95.0,1.0,0.055555555555556344,181.4977973568282,0.05579451855208491
2008.0,95.1,1.0,0.027777777777776198,182.37885462555064,0.05579451855208491
2009.0,95.3,1.0,0.055555555555556344,183.25991189427313,0.05579451855208491
2010.0,95.4,1.0,0.027777777777780146,184.1409691629956,0.05579451855208491
2011.0,95.6,1.0,0.055555555555552395,185.02202643171805,0.05579451855208491
2012.0,95.7,1.0,0.027777777777780146,185.90308370044053,0.05579451855208491
2013.0,95.8,1.0,0.027777777777776198,186.784140969163,0.05579451855208491
2014.0,96.0,1.0,0.055555555555556344,187.66519823788545,0.05579451855208491
2015.0,96.1,1.0,0.027777777777776198,188.54625550660793,0.05579451855208491
2016.0,96.3,1.0,0.055555555555556344,189.4273127753304,0.05579451855208491
2017.0,96.4,1.0,0.027777777777780146,190.30837004405285,0.05579451855208491
2018.0,96.6,1.0,0.055555555555552395,191.18942731277534,0.05579451855208491
2019.0,96.8,1.0,0.055555555555556344,192.0704845814978,0.05579451855208491
2020.0,97.0,1.0,0.055555555555556344,192.95154185022025,0.05579451855208491
2021.0,97.2,1.0,0.055555555555556344,193.8325991189427,0.05579451855208491
2022.0,97.3,1.0,0.027777777777776198,194.7136563876652,0.05579451855208491
2023.0,97.4,1.0,0.027777777777780146,195.59471365638765,0.05579451855208491
2024.0,97.4,1.0,0.0,196.4757709251101,0.05579451855208491
2025.0,97.4,1.0,0.0,197.3568281938326,0.05579451855208491
2026.0,97.4,1.0,0.0,198.23788546255506,0.05579451855208491
2027.0,97.3,1.0,-0.027777777777780146,199.1189427312775,0.05579451855208491
2028.0,97.3,1.0,0.0,200.0,0.05579451855208491
2029.0,97.3,1.0,0.0,200.88105726872246,0.05579451855208491
2030.0,97.3,1.0,0.0,201.76211453744492,0.05579451855208491
2031.0,97.2,1.0,-0.027777777777776198,202.6431718061674,0.05579451855208491
2032.0,97.1,1.0,-0.027777777777780146,203.52422907488986,0.05579451855208491
2033.0,97.0,1.0,-0.027777777777776198,204.40528634361232,0.05579451855208491
2034.0,96.9,1.0,-0.027777777777776198,205.2863436123348,0.05579451855208491
2035.0,96.7,1.0,-0.055555555555556344,206.16740088105726,0.05579451855208491
2036.0,96.4,1.0,-0.08333333333333254,207.04845814977972,0.05579451855208491
2037.0,96.1,1.0,-0.08333333333333649,207.9295154185022,0.05579451855208491
2038.0,95.7,1.0,-0.11111111111110875,208.81057268722466,0.05579451855208491
2039.0,95.5,1.0,-0.055555555555556344,209.69162995594712,0.05579451855208491
2040.0,95.3,1.0,-0.055555555555556344,210.5726872246696,0.05579451855208491
2041.0,95.2,1.0,-0.027777777777776198,211.45374449339207,0.05579451855208491
2042.0,95.0,1.0,-0.055555555555556344,212.33480176211452,0.05579451855208491
2043.0,94.9,1.0,-0.027777777777776198,213.215859030837,0.05579451855208491
2044.0,94.7,1.0,-0.055555555555556344,214.09691629955947,0.05579451855208491
2045.0,94.5,1.0,-0.055555555555556344,214.97797356828193,0.05579451855208491
2046.0,94.4,1.0,-0.027777777777776198,215.85903083700438,0.05579451855208491
2047.0,94.4,1.0,0.0,216.74008810572687,0.05579451855208491
2048.0,94.3,1.0,-0.027777777777780146,217.62114537444933,0.05579451855208491
2049.0,94.3,1.0,0.0,218.50220264317178,0.05579451855208491
2050.0,94.1,1.0,-0.055555555555556344,219.38325991189427,0.05579451855208491
2051.0,93.9,1.0,-0.055555555555552395,220.26431718061673,0.05579451855208491
2052.0,93.4,1.0,-0.1388888888888889,221.1453744493392,0.05579451855208491
2053.0,92.8,1.0,-0.16666666666666904,222.02643171806167,0.05579451855208491
2054.0,92.0,1.0,-0.22222222222222143,222.90748898678413,0.05579451855208491
2055.0,91.3,1.0,-0.19444444444444522,223.7885462555066,0.05579451855208491
2056.0,90.6,1.0,-0.19444444444444522,224.66960352422907,0.05579451855208491
2057.0,90.0,1.0,-0.16666666666666508,225.55066079295153,0.05579451855208491
2058.0,89.3,1.0,-0.19444444444444522,226.431718061674,0.05579451855208491
2059.0,88.7,1.0,-0.16666666666666508,227.31277533039648,0.05579451855208491
2060.0,88.1,1.0,-0.16666666666666904,228.19383259911893,0.05579451855208491
2061.0,87.4,1.0,-0.19444444444444128,229.0748898678414,0.05579451855208491
2062.0,86.7,1.0,-0.19444444444444522,229.95594713656388,0.05579451855208491
2063.0,86.0,1.0,-0.19444444444444522,230.83700440528634,0.05579451855208491
2064.0,85.3,1.0,-0.19444444444444522,231.7180616740088,0.05579451855208491
2065.0,84.7,1.0,-0.16666666666666508,232.59911894273128,0.05579451855208491
2066.0,84.1,1.0,-0.16666666666666904,233.48017621145374,0.05579451855208491
2067.0,83.5,1.0,-0.16666666666666508,234.3612334801762,0.05579451855208491
2068.0,82.9,1.0,-0.16666666666666508,235.24229074889868,0.05579451855208491
2069.0,82.3,1.0,-0.16666666666666904,236.12334801762114,0.05579451855208491
2070.0,81.7,1.0,-0.16666666666666508,237.0044052863436,0.05579451855208491
2071.0,81.1,1.0,-0.16666666666666904,237.88546255506606,0.05579451855208491
2072.0,80.5,1.0,-0.16666666666666508,238.76651982378854,0.05579451855208491
2073.0,79.9,1.0,-0.16666666666666508,239.647577092511,0.05579451855208491
2074.0,79.4,1.0,-0.1388888888888889,240.52863436123346,0.05579451855208491
2075.0,79.1,1.0,-0.08333333333333649,241.40969162995594,0.05579451855208491
2076.0,78.8,1.0,-0.08333333333333254,242.2907488986784,0.05579451855208491
2077.0,78.5,1.0,-0.08333333333333254,243.17180616740086,0.05579451855208491
2078.0,78.2,1.0,-0.08333333333333254,244.05286343612335,0.05579451855208491
2079.0,77.9,1.0,-0.08333333333333254,244.9339207048458,0.05579451855208491
2080.0,77.6,1.0,-0.08333333333333649,245.81497797356826,0.05579451855208491
2081.0,77.3,1.0,-0.08333333333333254,246.69603524229075,0.05579451855208491
2082.0,77.0,1.0,-0.08333333333333254,247.5770925110132,0.05579451855208491
2083.0,76.7,1.0,-0.08333333333333254,248.45814977973566,0.05579451855208491
2084.0,76.0,1.0,-0.19444444444444522,249.33920704845815,0.05579451855208491
2085.0,76.0,1.0,0.0,250.2202643171806,0.05579451855208491
2086.0,76.0,1.0,0.0,251.10132158590307,0.05579451855208491
2087.0,75.9,1.0,-0.027777777777776198,251.98237885462555,0.05579451855208491
2088.0,75.9,1.0,0.0,252.863436123348,0.05579451855208491
2089.0,75.8,1.0,-0.027777777777780146,253.74449339207047,0.05579451855208491
2090.0,75.7,1.0,-0.027777777777776198,254.62555066079295,0.05579451855208491
2091.0,75.5,1.0,-0.055555555555556344,255.5066079295154,0.05579451855208491
2092.0,75.2,1.0,-0.08333333333333254,256.38766519823787,0.05579451855208491
2093.0,75.0,1.0,-0.055555555555556344,257.26872246696036,0.05579451855208491
2094.0,74.7,1.0,-0.08333333333333254,258.1497797356828,0.05579451855208491
2095.0,74.1,1.0,-0.16666666666666904,259.03083700440527,0.05579451855208491
2096.0,73.7,1.0,-0.11111111111110875,259.91189427312776,0.05579451855208491
2097.0,73.3,1.0,-0.11111111111111269,260.7929515418502,0.05579451855208491
2098.0,73.5,1.0,0.055555555555556344,261.6740088105727,0.05579451855208491
2099.0,74.0,1.0,0.1388888888888889,262.55506607929516,0.05579451855208491
2100.0,74.9,1.0,0.25000000000000155,263.4361233480176,0.05579451855208491
2101.0,76.1,1.0,0.33333333333333015,264.3171806167401,0.05579451855208491
2102.0,77.7,1.0,0.4444444444444468,265.19823788546256,0.05579451855208491
2103.0,79.2,1.0,0.41666666666666663,266.079295154185,0.05579451855208491
2104.0,80.3,1.0,0.30555555555555397,266.9603524229075,0.05579451855208491
2105.0,80.8,1.0,0.1388888888888889,267.84140969162996,0.05579451855208491
2106.0,81.0,1.0,0.055555555555556344,268.7224669603524,0.05579451855208491
2107.0,81.0,1.0,0.0,269.6035242290749,0.05579451855208491
2108.0,81.0,1.0,0.0,270.48458149779736,0.05579451855208491
2109.0,81.0,1.0,0.0,271.3656387665198,0.05579451855208491
2110.0,81.0,1.0,0.0,272.2466960352423,0.05579451855208491
2111.0,80.9,1.0,-0.027777777777776198,273.12775330396477,0.05579451855208491
2112.0,80.6,1.0,-0.08333333333333649,274.0088105726872,0.05579451855208491
2113.0,80.3,1.0,-0.08333333333333254,274.8898678414097,0.05579451855208491
2114.0,80.0,1.0,-0.08333333333333254,275.77092511013217,0.05579451855208491
2115.0,79.9,1.0,-0.027777777777776198,276.6519823788546,0.05579451855208491
2116.0,79.8,1.0,-0.027777777777780146,277.5330396475771,0.05579451855208491
2117.0,79.8,1.0,0.0,278.41409691629957,0.05579451855208491
2118.0,79.8,1.0,0.0,279.295154185022,0.05579451855208491
2119.0,79.9,1.0,0.027777777777780146,280.1762114537445,0.05579451855208491
2120.0,80.0,1.0,0.027777777777776198,281.057268722467,0.05579451855208491
2121.0,80.4,1.0,0.11111111111111269,281.9383259911894,0.05579451855208491
2122.0,80.8,1.0,0.11111111111110875,282.8193832599119,0.05579451855208491
2123.0,81.2,1.0,0.11111111111111269,283.7004405286344,0.05579451855208491
2124.0,81.5,1.0,0.08333333333333254,284.5814977973568,0.05579451855208491
2125.0,81.6,1.0,0.027777777777776198,285.4625550660793,0.05579451855208491
2126.0,81.6,1.0,0.0,286.3436123348018,0.05579451855208491
2127.0,81.4,1.0,-0.055555555555552395,287.2246696035242,0.05579451855208491
2128.0,80.7,1.0,-0.19444444444444522,288.1057268722467,0.05579451855208491
2129.0,79.6,1.0,-0.3055555555555579,288.9867841409692,0.05579451855208491
2130.0,78.2,1.0,-0.3888888888888865,289.8678414096916,0.05579451855208491
2131.0,76.8,1.0,-0.38888888888889045,290.7488986784141,0.05579451855208491
2132.0,75.3,1.0,-0.41666666666666663,291.6299559471366,0.05579451855208491
2133.0,73.8,1.0,-0.41666666666666663,292.511013215859,0.05579451855208491
2134.0,72.1,1.0,-0.472222222222223,293.3920704845815,0.05579451855208491
2135.0,70.2,1.0,-0.5277777777777753,294.2731277533039,0.05579451855208491
2136.0,68.2,1.0,-0.5555555555555556,295.1541850220264,0.05579451855208491
2137.0,66.1,1.0,-0.5833333333333357,296.0352422907489,0.05579451855208491
2138.0,63.8,1.0,-0.6388888888888881,296.9162995594713,0.05579451855208491
2139.0,61.6,1.0,-0.6111111111111099,297.7973568281938,0.05579451855208491
2140.0,60.2,1.0,-0.3888888888888885,298.6784140969163,0.05579451855208491
2141.0,59.8,1.0,-0.11111111111111269,299.55947136563873,0.05579451855208491
2142.0,60.4,1.0,0.16666666666666705,300.4405286343612,0.05579451855208491
2143.0,61.8,1.0,0.3888888888888885,301.3215859030837,0.05579451855208491
2144.0,62.6,1.0,0.2222222222222234,302.20264317180613,0.05579451855208491
2145.0,62.7,1.0,0.027777777777778172,303.0837004405286,0.05579451855208491
2146.0,61.9,1.0,-0.2222222222222234,303.9647577092511,0.05579451855208491
2147.0,60.0,1.0,-0.5277777777777773,304.84581497797353,0.05579451855208491
2148.0,58.4,1.0,-0.4444444444444448,305.726872246696,0.05579451855208491
2149.0,57.8,1.0,-0.16666666666666705,306.6079295154185,0.05579451855208491
2150.0,57.8,1.0,0.0,307.48898678414093,0.05579451855208491
2151.0,57.8,1.0,0.0,308.3700440528634,0.05579451855208491
2152.0,57.3,1.0,-0.1388888888888889,309.2511013215859,0.05579451855208491
2153.0,56.2,1.0,-0.30555555555555397,310.13215859030834,0.05579451855208491
2154.0,54.3,1.0,-0.5277777777777793,311.0132158590308,0.05579451855208491
2155.0,50.8,1.0,-0.9722222222222222,311.8942731277533,0.05579451855208491
2156.0,45.5,1.0,-1.4722222222222214,312.77533039647574,0.05579451855208491
2157.0,40.2,1.0,-1.4722222222222214,313.6563876651982,0.05579451855208491
2158.0,34.9,1.0,-1.4722222222222234,314.5374449339207,0.05579451855208491
2159.0,29.6,1.0,-1.4722222222222214,315.41850220264314,0.05579451855208491
2160.0,27.3,1.0,-0.6388888888888891,316.2995594713656,0.05579451855208491
2161.0,29.3,1.0,0.5555555555555556,317.1806167400881,0.05579451855208491
2162.0,32.9,1.0,0.9999999999999993,318.06167400881054,0.05579451855208491
2163.0,35.6,1.0,0.7500000000000008,318.942731277533,0.05579451855208491
2164.0,36.7,1.0,0.30555555555555597,319.8237885462555,0.05579451855208491
2165.0,37.6,1.0,0.2499999999999996,320.70484581497794,0.05579451855208491
2166.0,39.4,1.0,0.4999999999999992,321.58590308370043,0.05579451855208491
2167.0,42.5,1.0,0.8611111111111115,322.4669603524229,0.05579451855208491
2168.0,46.5,1.0,1.1111111111111112,323.34801762114535,0.05579451855208491
2169.0,50.2,1.0,1.0277777777777786,324.22907488986783,0.05579451855208491
2170.0,52.8,1.0,0.7222222222222207,325.1101321585903,0.05579451855208491
2171.0,54.3,1.0,0.41666666666666663,325.99118942731275,0.05579451855208491
2172.0,54.9,1.0,0.16666666666666705,326.87224669603523,0.05579451855208491
2173.0,54.9,1.0,0.0,327.7533039647577,0.05579451855208491
2174.0,54.7,1.0,-0.05555555555555437,328.63436123348015,0.05579451855208491
2175.0,54.1,1.0,-0.16666666666666705,329.51541850220264,0.05579451855208491
2176.0,53.2,1.0,-0.2499999999999996,330.3964757709251,0.05579451855208491
2177.0,52.1,1.0,-0.30555555555555597,331.27753303964755,0.05579451855208491
2178.0,50.7,1.0,-0.3888888888888885,332.15859030837004,0.05579451855208491
2179.0,49.1,1.0,-0.4444444444444448,333.0396475770925,0.05579451855208491
2180.0,47.4,1.0,-0.472222222222223,333.92070484581495,0.05579451855208491
2181.0,45.2,1.0,-0.6111111111111099,334.80176211453744,0.05579451855208491
2182.0,41.8,1.0,-0.944444444444446,335.6828193832599,0.05579451855208491
2183.0,36.5,1.0,-1.4722222222222214,336.56387665198235,0.05579451855208491
2184.0,31.2,1.0,-1.4722222222222223,337.44493392070484,0.05579451855208491
2185.0,27.6,1.0,-0.9999999999999993,338.3259911894273,0.05579451855208491
2186.0,26.9,1.0,-0.19444444444444522,339.20704845814976,0.05579451855208491
2187.0,27.3,1.0,0.1111111111111117,340.08810572687224,0.05579451855208491
2188.0,27.5,1.0,0.05555555555555536,340.9691629955947,0.05579451855208491
2189.0,27.4,1.0,-0.027777777777778172,341.85022026431716,0.05579451855208491
2190.0,27.1,1.0,-0.08333333333333254,342.73127753303964,0.05579451855208491
2191.0,26.7,1.0,-0.1111111111111117,343.6123348017621,0.05579451855208491
2192.0,26.8,1.0,0.027777777777778172,344.49339207048456,0.05579451855208491
2193.0,28.2,1.0,0.3888888888888885,345.37444933920705,0.05579451855208491
2194.0,31.1,1.0,0.8055555555555561,346.2555066079295,0.05579451855208491
2195.0,34.8,1.0,1.0277777777777766,347.13656387665196,0.05579451855208491
2196.0,38.4,1.0,1.0000000000000004,348.01762114537445,0.05579451855208491
2197.0,40.9,1.0,0.6944444444444444,348.8986784140969,0.05579451855208491
2198.0,41.7,1.0,0.2222222222222234,349.77973568281936,0.05579451855208491
2199.0,40.9,1.0,-0.2222222222222234,350.66079295154185,0.05579451855208491
2200.0,38.3,1.0,-0.7222222222222227,351.5418502202643,0.05579451855208491
2201.0,35.3,1.0,-0.8333333333333333,352.42290748898677,0.05579451855208491
2202.0,34.3,1.0,-0.2777777777777778,353.30396475770925,0.05579451855208491
2203.0,34.6,1.0,0.08333333333333452,354.1850220264317,0.05579451855208491
2204.0,36.3,1.0,0.47222222222222104,355.06607929515417,0.05579451855208491
2205.0,39.5,1.0,0.8888888888888896,355.94713656387665,0.05579451855208491
2206.0,41.8,1.0,0.6388888888888881,356.8281938325991,0.05579451855208491
2207.0,42.5,1.0,0.19444444444444522,357.70925110132157,0.05579451855208491
2208.0,41.9,1.0,-0.16666666666666705,358.59030837004406,0.05579451855208491
2209.0,40.1,1.0,-0.4999999999999992,359.4713656387665,0.05579451855208491
2210.0,36.6,1.0,-0.9722222222222222,360.352422907489,0.05579451855208491
2211.0,31.3,1.0,-1.4722222222222223,361.23348017621146,0.05579451855208491
2212.0,26.0,1.0,-1.4722222222222223,362.1145374449339,0.05579451855208491
2213.0,20.6,1.0,-1.4999999999999996,362.9955947136564,0.05579451855208491
2214.0,19.1,1.0,-0.41666666666666663,363.87665198237886,0.05579451855208491
2215.0,19.7,1.0,0.16666666666666607,364.7577092511013,0.05579451855208491
2216.0,21.1,1.0,0.38888888888888945,365.6387665198238,0.05579451855208491
2217.0,22.0,1.0,0.2499999999999996,366.51982378854626,0.05579451855208491
2218.0,22.1,1.0,0.027777777777778172,367.4008810572687,0.05579451855208491
2219.0,21.4,1.0,-0.19444444444444522,368.2819383259912,0.05579451855208491
2220.0,19.6,1.0,-0.4999999999999992,369.16299559471366,0.05579451855208491
2221.0,18.3,1.0,-0.3611111111111113,370.0440528634361,0.05579451855208491
2222.0,18.0,1.0,-0.08333333333333352,370.9251101321586,0.05579451855208491
2223.0,18.3,1.0,0.08333333333333352,371.80616740088107,0.05579451855208491
2224.0,18.5,1.0,0.05555555555555536,372.6872246696035,0.05579451855208491
2225.0,17.9,1.0,-0.16666666666666705,373.568281938326,0.05579451855208491
2226.0,15.0,1.0,-0.8055555555555551,374.44933920704847,0.05579451855208491
2227.0,9.9,1.0,-1.4166666666666665,375.3303964757709,0.05579451855208491
2228.0,4.6,1.0,-1.4722222222222223,376.2114537444934,0.05579451855208491
2229.0,1.2,1.0,-0.9444444444444443,377.09251101321587,0.05579451855208491
2230.0,0.0,1.0,-0.3333333333333333,377.9735682819383,0.0
2231.0,0.0,1.0,0.0,378.8546255506608,0.0
2232.0,0.0,1.0,0.0,379.73568281938327,0.0
2233.0,0.0,1.0,0.0,380.6167400881057,0.0
2234.0,0.0,1.0,0.0,381.4977973568282,0.0
2235.0,0.0,1.0,0.0,382.3788546255507,0.0
2236.0,0.0,1.0,0.0,383.2599118942731,0.0
2237.0,0.0,1.0,0.0,384.1409691629956,0.0
2238.0,0.0,1.0,0.0,385.022026431718,0.0
2239.0,0.0,1.0,0.0,385.9030837004405,0.0
2240.0,0.0,1.0,0.0,386.784140969163,0.0
2241.0,0.0,1.0,0.0,387.6651982378854,0.0
2242.0,0.0,1.0,0.0,388.5462555066079,0.0
2243.0,0.0,1.0,0.0,389.4273127753304,0.0
2244.0,0.0,1.0,0.0,390.3083700440528,0.0
2245.0,0.0,1.0,0.0,391.1894273127753,0.0
2246.0,0.0,1.0,0.0,392.0704845814978,0.0
2247.0,0.0,1.0,0.0,392.9515418502202,0.0
2248.0,0.0,1.0,0.0,393.8325991189427,0.0
2249.0,0.0,1.0,0.0,394.7136563876652,0.0
2250.0,0.0,1.0,0.0,395.5947136563876,0.0
2251.0,0.0,1.0,0.0,396.4757709251101,0.0
2252.0,0.0,1.0,0.0,397.3568281938326,0.0
2253.0,0.0,1.0,0.0,398.237885462555,0.0
